user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn,Tenure_Group,Usage_Group,Payment_Risk
239,"2023-02-03 00:00:00",Basic,199,6.3,5,2,5,24,No,"0-6 Months","Medium Usage","No/Low Delay"
240,"2024-08-10 00:00:00",Premium,699,17.1,5,2,10,28,No,"6-12 Months","High Usage","No/Low Delay"
241,"2023-04-27 00:00:00",Basic,199,9.5,5,5,34,17,Yes,"1+ Year","Medium Usage","High Delay"
242,"2023-09-24 00:00:00",Basic,199,12.7,6,4,12,7,Yes,"6-12 Months","Medium Usage","High Delay"
243,"2023-07-24 00:00:00",Premium,699,5.8,4,5,29,58,No,"1+ Year","Medium Usage","High Delay"
244,"2023-03-31 00:00:00",Basic,199,21.4,7,1,9,57,No,"6-12 Months","High Usage","No/Low Delay"
245,"2023-11-04 00:00:00",Premium,699,16.9,1,4,21,34,Yes,"1+ Year","High Usage","High Delay"
246,"2023-05-23 00:00:00",Basic,199,19.9,8,1,12,7,No,"6-12 Months","High Usage","No/Low Delay"
247,"2024-07-18 00:00:00",Basic,199,1.1,8,4,32,23,Yes,"1+ Year","Low Usage","High Delay"
248,"2024-02-25 00:00:00",Basic,199,2.1,6,5,6,46,Yes,"6-12 Months","Low Usage","High Delay"
249,"2024-11-27 00:00:00",Standard,399,3.6,5,5,5,4,Yes,"0-6 Months","Low Usage","High Delay"
250,"2023-05-13 00:00:00",Premium,699,3.6,8,5,23,37,Yes,"1+ Year","Low Usage","High Delay"
251,"2023-06-18 00:00:00",Standard,399,22.8,0,0,33,33,Yes,"1+ Year","High Usage","No/Low Delay"
252,"2023-10-18 00:00:00",Basic,199,23.4,3,2,21,60,No,"1+ Year","High Usage","No/Low Delay"
253,"2024-09-21 00:00:00",Basic,199,5.3,8,2,17,8,No,"1+ Year","Medium Usage","No/Low Delay"
254,"2023-06-25 00:00:00",Premium,699,12.8,2,4,6,60,Yes,"6-12 Months","Medium Usage","High Delay"
255,"2024-10-18 00:00:00",Premium,699,21.1,0,0,22,5,Yes,"1+ Year","High Usage","No/Low Delay"
256,"2024-10-04 00:00:00",Premium,699,16.5,6,4,17,40,Yes,"1+ Year","High Usage","High Delay"
257,"2024-12-02 00:00:00",Premium,699,16.2,4,3,19,15,No,"1+ Year","High Usage","High Delay"
258,"2024-04-20 00:00:00",Standard,399,11.6,0,1,20,28,No,"1+ Year","Medium Usage","No/Low Delay"
259,"2023-12-20 00:00:00",Basic,199,15.4,5,5,22,20,No,"1+ Year","High Usage","High Delay"
260,"2024-04-22 00:00:00",Standard,399,19.1,8,4,9,6,Yes,"6-12 Months","High Usage","High Delay"
261,"2024-01-29 00:00:00",Basic,199,11.5,2,0,18,3,No,"1+ Year","Medium Usage","No/Low Delay"
262,"2023-11-17 00:00:00",Premium,699,6.6,2,2,27,59,Yes,"1+ Year","Medium Usage","No/Low Delay"
263,"2024-05-24 00:00:00",Basic,199,12.7,8,3,11,31,No,"6-12 Months","Medium Usage","High Delay"
264,"2023-12-28 00:00:00",Basic,199,23.7,8,3,6,15,Yes,"6-12 Months","High Usage","High Delay"
265,"2023-04-21 00:00:00",Basic,199,7.4,7,2,4,34,Yes,"0-6 Months","Medium Usage","No/Low Delay"
266,"2023-02-22 00:00:00",Standard,399,22.1,5,3,9,23,Yes,"6-12 Months","High Usage","High Delay"
267,"2024-04-06 00:00:00",Premium,699,5.3,8,2,36,4,Yes,"1+ Year","Medium Usage","No/Low Delay"
268,"2023-12-14 00:00:00",Premium,699,20.7,1,1,18,6,No,"1+ Year","High Usage","No/Low Delay"
269,"2023-02-11 00:00:00",Premium,699,19,3,4,24,32,Yes,"1+ Year","High Usage","High Delay"
270,"2024-09-12 00:00:00",Basic,199,3.9,5,3,3,33,Yes,"0-6 Months","Low Usage","High Delay"
271,"2023-11-03 00:00:00",Premium,699,8.5,5,1,9,25,No,"6-12 Months","Medium Usage","No/Low Delay"
272,"2023-11-03 00:00:00",Premium,699,12.9,8,4,22,31,Yes,"1+ Year","Medium Usage","High Delay"
273,"2024-12-05 00:00:00",Standard,399,9.5,1,3,2,37,Yes,"0-6 Months","Medium Usage","High Delay"
274,"2024-08-15 00:00:00",Premium,699,15.1,4,5,2,50,No,"0-6 Months","High Usage","High Delay"
275,"2024-09-26 00:00:00",Premium,699,18.2,7,1,15,33,No,"1+ Year","High Usage","No/Low Delay"
276,"2023-04-23 00:00:00",Standard,399,20.6,3,0,10,36,No,"6-12 Months","High Usage","No/Low Delay"
277,"2024-02-25 00:00:00",Basic,199,11.3,6,1,2,26,No,"0-6 Months","Medium Usage","No/Low Delay"
278,"2024-07-28 00:00:00",Premium,699,21.9,0,5,31,8,No,"1+ Year","High Usage","High Delay"
279,"2023-12-17 00:00:00",Standard,399,13.4,5,1,31,29,No,"1+ Year","Medium Usage","No/Low Delay"
280,"2023-09-10 00:00:00",Premium,699,17.1,4,4,23,30,Yes,"1+ Year","High Usage","High Delay"
281,"2024-12-22 00:00:00",Standard,399,7.8,4,2,36,45,Yes,"1+ Year","Medium Usage","No/Low Delay"
282,"2024-08-10 00:00:00",Standard,399,12.3,8,5,21,17,Yes,"1+ Year","Medium Usage","High Delay"
283,"2023-10-25 00:00:00",Premium,699,9.8,6,2,35,49,No,"1+ Year","Medium Usage","No/Low Delay"
284,"2023-09-20 00:00:00",Basic,199,23.9,1,2,19,59,Yes,"1+ Year","High Usage","No/Low Delay"
285,"2023-10-06 00:00:00",Premium,699,5.7,8,2,31,59,Yes,"1+ Year","Medium Usage","No/Low Delay"
286,"2024-06-27 00:00:00",Basic,199,15.6,3,1,7,3,No,"6-12 Months","High Usage","No/Low Delay"
287,"2024-11-28 00:00:00",Basic,199,1.8,6,2,15,45,Yes,"1+ Year","Low Usage","No/Low Delay"
288,"2024-05-02 00:00:00",Basic,199,24.1,2,3,1,41,No,"0-6 Months","High Usage","High Delay"
289,"2023-04-02 00:00:00",Standard,399,19,4,2,13,18,No,"1+ Year","High Usage","No/Low Delay"
290,"2023-06-30 00:00:00",Premium,699,13.6,0,1,15,26,No,"1+ Year","Medium Usage","No/Low Delay"
291,"2023-02-08 00:00:00",Basic,199,19.8,2,5,26,55,No,"1+ Year","High Usage","High Delay"
292,"2024-10-18 00:00:00",Basic,199,14.4,1,2,20,18,No,"1+ Year","Medium Usage","No/Low Delay"
293,"2023-04-26 00:00:00",Premium,699,12.6,2,4,34,29,Yes,"1+ Year","Medium Usage","High Delay"
294,"2023-12-12 00:00:00",Standard,399,18.4,4,5,11,11,Yes,"6-12 Months","High Usage","High Delay"
295,"2024-02-15 00:00:00",Standard,399,4.8,6,3,13,32,Yes,"1+ Year","Low Usage","High Delay"
296,"2023-01-07 00:00:00",Premium,699,5,2,3,7,20,No,"6-12 Months","Medium Usage","High Delay"
297,"2024-08-09 00:00:00",Standard,399,6.3,4,2,25,19,No,"1+ Year","Medium Usage","No/Low Delay"
298,"2023-11-11 00:00:00",Basic,199,16.5,3,0,17,42,Yes,"1+ Year","High Usage","No/Low Delay"
299,"2023-10-30 00:00:00",Basic,199,17.3,4,5,26,7,No,"1+ Year","High Usage","High Delay"
300,"2024-09-12 00:00:00",Standard,399,5.9,2,3,15,9,No,"1+ Year","Medium Usage","High Delay"
301,"2023-08-12 00:00:00",Standard,399,17.7,7,4,27,51,Yes,"1+ Year","High Usage","High Delay"
302,"2024-07-31 00:00:00",Basic,199,13.4,8,5,6,23,Yes,"6-12 Months","Medium Usage","High Delay"
303,"2023-06-18 00:00:00",Basic,199,20.8,8,1,4,36,No,"0-6 Months","High Usage","No/Low Delay"
304,"2024-06-06 00:00:00",Standard,399,11.3,3,5,34,37,Yes,"1+ Year","Medium Usage","High Delay"
305,"2024-07-26 00:00:00",Standard,399,11.6,8,3,4,29,Yes,"0-6 Months","Medium Usage","High Delay"
306,"2023-08-12 00:00:00",Standard,399,18.2,6,2,20,52,Yes,"1+ Year","High Usage","No/Low Delay"
307,"2023-03-03 00:00:00",Premium,699,1.6,5,5,5,4,Yes,"0-6 Months","Low Usage","High Delay"
308,"2024-10-18 00:00:00",Basic,199,1.3,6,1,31,49,Yes,"1+ Year","Low Usage","No/Low Delay"
309,"2024-01-22 00:00:00",Premium,699,9.7,6,3,27,55,No,"1+ Year","Medium Usage","High Delay"
310,"2023-05-02 00:00:00",Standard,399,17.2,8,1,6,41,No,"6-12 Months","High Usage","No/Low Delay"
311,"2023-01-24 00:00:00",Basic,199,10.1,2,5,35,14,No,"1+ Year","Medium Usage","High Delay"
312,"2023-08-24 00:00:00",Standard,399,17,8,3,30,34,Yes,"1+ Year","High Usage","High Delay"
313,"2023-04-26 00:00:00",Basic,199,9,4,1,30,59,No,"1+ Year","Medium Usage","No/Low Delay"
314,"2024-08-31 00:00:00",Basic,199,15.6,0,1,27,13,Yes,"1+ Year","High Usage","No/Low Delay"
315,"2024-03-25 00:00:00",Basic,199,15.1,0,1,29,47,Yes,"1+ Year","High Usage","No/Low Delay"
316,"2023-08-28 00:00:00",Basic,199,5.8,0,1,35,32,No,"1+ Year","Medium Usage","No/Low Delay"
317,"2024-11-07 00:00:00",Premium,699,14.6,5,1,21,19,No,"1+ Year","Medium Usage","No/Low Delay"
318,"2023-06-29 00:00:00",Premium,699,10.6,4,0,15,35,No,"1+ Year","Medium Usage","No/Low Delay"
319,"2024-01-26 00:00:00",Premium,699,14.1,0,2,28,60,No,"1+ Year","Medium Usage","No/Low Delay"
320,"2024-07-04 00:00:00",Premium,699,17.6,6,1,21,19,No,"1+ Year","High Usage","No/Low Delay"
321,"2023-03-01 00:00:00",Standard,399,21.3,4,5,16,9,No,"1+ Year","High Usage","High Delay"
322,"2023-09-19 00:00:00",Premium,699,24.2,8,4,27,8,Yes,"1+ Year","High Usage","High Delay"
323,"2023-07-15 00:00:00",Basic,199,16.3,7,2,22,5,No,"1+ Year","High Usage","No/Low Delay"
324,"2024-08-24 00:00:00",Basic,199,9.7,0,0,18,12,No,"1+ Year","Medium Usage","No/Low Delay"
325,"2023-01-16 00:00:00",Premium,699,5.8,3,2,36,19,No,"1+ Year","Medium Usage","No/Low Delay"
326,"2023-09-06 00:00:00",Basic,199,24.1,1,5,13,48,Yes,"1+ Year","High Usage","High Delay"
327,"2024-01-25 00:00:00",Premium,699,10.2,3,4,14,20,No,"1+ Year","Medium Usage","High Delay"
328,"2024-05-24 00:00:00",Standard,399,16.4,4,2,35,23,Yes,"1+ Year","High Usage","No/Low Delay"
329,"2023-11-17 00:00:00",Standard,399,20.2,7,2,7,58,Yes,"6-12 Months","High Usage","No/Low Delay"
330,"2024-07-20 00:00:00",Standard,399,14.3,3,5,3,9,Yes,"0-6 Months","Medium Usage","High Delay"
331,"2023-09-09 00:00:00",Premium,699,7.7,3,2,27,14,No,"1+ Year","Medium Usage","No/Low Delay"
332,"2024-10-19 00:00:00",Standard,399,16.5,5,2,36,48,No,"1+ Year","High Usage","No/Low Delay"
333,"2024-05-15 00:00:00",Premium,699,11.8,5,1,32,8,No,"1+ Year","Medium Usage","No/Low Delay"
334,"2023-03-18 00:00:00",Basic,199,24.8,0,4,35,2,No,"1+ Year","High Usage","High Delay"
335,"2023-03-11 00:00:00",Premium,699,19.2,6,1,4,53,No,"0-6 Months","High Usage","No/Low Delay"
336,"2024-10-15 00:00:00",Premium,699,0.7,8,3,10,23,Yes,"6-12 Months","Low Usage","High Delay"
337,"2023-01-13 00:00:00",Premium,699,16.7,0,0,31,34,No,"1+ Year","High Usage","No/Low Delay"
338,"2024-12-15 00:00:00",Basic,199,18.2,8,2,34,1,No,"1+ Year","High Usage","No/Low Delay"
339,"2023-06-02 00:00:00",Premium,699,20.3,2,0,28,58,Yes,"1+ Year","High Usage","No/Low Delay"
340,"2023-03-22 00:00:00",Basic,199,15.7,4,2,13,17,No,"1+ Year","High Usage","No/Low Delay"
341,"2023-03-24 00:00:00",Standard,399,11.7,3,5,26,14,Yes,"1+ Year","Medium Usage","High Delay"
342,"2024-10-14 00:00:00",Premium,699,2.8,6,3,3,35,Yes,"0-6 Months","Low Usage","High Delay"
343,"2023-04-08 00:00:00",Basic,199,2.5,6,5,11,50,Yes,"6-12 Months","Low Usage","High Delay"
344,"2024-12-01 00:00:00",Premium,699,6.1,7,2,3,2,No,"0-6 Months","Medium Usage","No/Low Delay"
345,"2023-01-17 00:00:00",Standard,399,14.3,0,1,35,59,No,"1+ Year","Medium Usage","No/Low Delay"
346,"2023-09-04 00:00:00",Basic,199,18.9,6,0,10,19,Yes,"6-12 Months","High Usage","No/Low Delay"
347,"2023-05-24 00:00:00",Premium,699,17.1,8,2,25,24,No,"1+ Year","High Usage","No/Low Delay"
348,"2023-03-19 00:00:00",Premium,699,12.8,5,0,6,6,No,"6-12 Months","Medium Usage","No/Low Delay"
349,"2024-04-06 00:00:00",Standard,399,24.2,5,0,26,40,Yes,"1+ Year","High Usage","No/Low Delay"
350,"2024-11-07 00:00:00",Standard,399,9.2,6,3,15,11,No,"1+ Year","Medium Usage","High Delay"
351,"2023-10-02 00:00:00",Standard,399,19.4,4,1,6,45,Yes,"6-12 Months","High Usage","No/Low Delay"
352,"2023-04-20 00:00:00",Basic,199,17.9,2,5,25,24,Yes,"1+ Year","High Usage","High Delay"
353,"2023-05-16 00:00:00",Basic,199,23.6,7,2,1,48,Yes,"0-6 Months","High Usage","No/Low Delay"
354,"2023-01-27 00:00:00",Basic,199,11.1,8,4,12,32,Yes,"6-12 Months","Medium Usage","High Delay"
355,"2024-02-02 00:00:00",Basic,199,14.1,5,3,23,0,Yes,"1+ Year","Medium Usage","High Delay"
356,"2024-01-25 00:00:00",Basic,199,22.7,3,4,36,33,Yes,"1+ Year","High Usage","High Delay"
357,"2024-03-21 00:00:00",Basic,199,7.1,4,3,9,9,Yes,"6-12 Months","Medium Usage","High Delay"
358,"2024-10-02 00:00:00",Standard,399,7.8,1,2,27,16,No,"1+ Year","Medium Usage","No/Low Delay"
359,"2023-12-07 00:00:00",Standard,399,11.7,2,2,13,0,No,"1+ Year","Medium Usage","No/Low Delay"
360,"2024-10-28 00:00:00",Premium,699,20.2,5,3,25,21,Yes,"1+ Year","High Usage","High Delay"
361,"2024-02-12 00:00:00",Premium,699,7.9,3,3,9,20,Yes,"6-12 Months","Medium Usage","High Delay"
362,"2024-01-21 00:00:00",Standard,399,18.5,7,4,19,50,Yes,"1+ Year","High Usage","High Delay"
363,"2024-07-17 00:00:00",Standard,399,9.4,3,4,26,34,Yes,"1+ Year","Medium Usage","High Delay"
364,"2024-12-10 00:00:00",Basic,199,23.6,3,3,30,51,Yes,"1+ Year","High Usage","High Delay"
365,"2024-11-05 00:00:00",Basic,199,17,2,5,27,19,Yes,"1+ Year","High Usage","High Delay"
366,"2024-02-15 00:00:00",Basic,199,19.8,1,3,28,38,Yes,"1+ Year","High Usage","High Delay"
367,"2024-01-04 00:00:00",Premium,699,23.1,6,4,33,2,No,"1+ Year","High Usage","High Delay"
368,"2024-11-11 00:00:00",Premium,699,15,1,0,35,49,Yes,"1+ Year","Medium Usage","No/Low Delay"
369,"2024-02-14 00:00:00",Standard,399,16.4,0,4,11,41,No,"6-12 Months","High Usage","High Delay"
370,"2024-06-15 00:00:00",Standard,399,3.1,1,2,28,14,Yes,"1+ Year","Low Usage","No/Low Delay"
371,"2024-12-08 00:00:00",Premium,699,11.4,6,3,15,49,Yes,"1+ Year","Medium Usage","High Delay"
372,"2023-03-29 00:00:00",Premium,699,9,0,3,10,6,Yes,"6-12 Months","Medium Usage","High Delay"
373,"2024-05-09 00:00:00",Basic,199,9,5,3,10,50,Yes,"6-12 Months","Medium Usage","High Delay"
374,"2024-12-28 00:00:00",Standard,399,2.9,7,2,31,4,Yes,"1+ Year","Low Usage","No/Low Delay"
375,"2023-09-07 00:00:00",Basic,199,21.3,1,5,2,51,Yes,"0-6 Months","High Usage","High Delay"
376,"2023-08-26 00:00:00",Premium,699,14,5,4,12,27,No,"6-12 Months","Medium Usage","High Delay"
377,"2023-07-22 00:00:00",Standard,399,5.1,6,3,12,1,No,"6-12 Months","Medium Usage","High Delay"
378,"2023-03-06 00:00:00",Standard,399,10,3,1,28,17,No,"1+ Year","Medium Usage","No/Low Delay"
379,"2024-04-13 00:00:00",Premium,699,20.1,8,1,7,23,Yes,"6-12 Months","High Usage","No/Low Delay"
380,"2024-02-02 00:00:00",Basic,199,16.9,7,4,17,40,Yes,"1+ Year","High Usage","High Delay"
381,"2023-06-26 00:00:00",Premium,699,14.9,5,2,26,54,Yes,"1+ Year","Medium Usage","No/Low Delay"
382,"2023-09-02 00:00:00",Premium,699,23,1,5,20,8,Yes,"1+ Year","High Usage","High Delay"
383,"2023-05-22 00:00:00",Standard,399,5,2,4,8,24,Yes,"6-12 Months","Medium Usage","High Delay"
384,"2024-10-22 00:00:00",Premium,699,10.9,7,5,25,34,Yes,"1+ Year","Medium Usage","High Delay"
385,"2024-04-06 00:00:00",Basic,199,4.6,4,1,36,11,Yes,"1+ Year","Low Usage","No/Low Delay"
386,"2024-01-29 00:00:00",Premium,699,21.7,0,3,4,8,Yes,"0-6 Months","High Usage","High Delay"
387,"2024-03-30 00:00:00",Premium,699,16.5,6,5,33,31,Yes,"1+ Year","High Usage","High Delay"
388,"2023-08-19 00:00:00",Standard,399,2.5,0,1,11,18,Yes,"6-12 Months","Low Usage","No/Low Delay"
389,"2024-05-22 00:00:00",Premium,699,4.6,7,4,19,47,Yes,"1+ Year","Low Usage","High Delay"
390,"2024-01-11 00:00:00",Premium,699,3.3,1,2,33,49,Yes,"1+ Year","Low Usage","No/Low Delay"
391,"2023-04-15 00:00:00",Premium,699,19.1,7,4,3,13,No,"0-6 Months","High Usage","High Delay"
392,"2023-03-31 00:00:00",Premium,699,7.8,0,3,16,16,Yes,"1+ Year","Medium Usage","High Delay"
393,"2024-12-06 00:00:00",Standard,399,19.5,3,1,8,51,No,"6-12 Months","High Usage","No/Low Delay"
394,"2023-03-02 00:00:00",Standard,399,4.6,2,1,28,52,Yes,"1+ Year","Low Usage","No/Low Delay"
395,"2023-10-27 00:00:00",Premium,699,13.5,8,1,23,20,No,"1+ Year","Medium Usage","No/Low Delay"
396,"2024-02-26 00:00:00",Standard,399,23.8,8,5,18,52,Yes,"1+ Year","High Usage","High Delay"
397,"2023-05-30 00:00:00",Basic,199,21.7,2,5,18,55,Yes,"1+ Year","High Usage","High Delay"
398,"2023-10-03 00:00:00",Premium,699,20.8,6,3,21,9,No,"1+ Year","High Usage","High Delay"
399,"2023-04-06 00:00:00",Premium,699,9.7,1,5,27,50,No,"1+ Year","Medium Usage","High Delay"
400,"2024-08-18 00:00:00",Standard,399,18.9,5,3,33,60,Yes,"1+ Year","High Usage","High Delay"
401,"2023-03-06 00:00:00",Basic,199,18.4,7,5,6,42,Yes,"6-12 Months","High Usage","High Delay"
402,"2023-10-18 00:00:00",Premium,699,5.8,6,1,26,31,Yes,"1+ Year","Medium Usage","No/Low Delay"
403,"2023-02-19 00:00:00",Standard,399,14.7,7,2,36,57,Yes,"1+ Year","Medium Usage","No/Low Delay"
404,"2023-06-11 00:00:00",Basic,199,15.8,7,0,7,7,No,"6-12 Months","High Usage","No/Low Delay"
405,"2024-10-27 00:00:00",Standard,399,0.5,6,1,30,44,No,"1+ Year","Low Usage","No/Low Delay"
406,"2023-03-26 00:00:00",Standard,399,21.9,4,0,11,41,Yes,"6-12 Months","High Usage","No/Low Delay"
407,"2024-03-15 00:00:00",Standard,399,1.8,4,5,11,44,Yes,"6-12 Months","Low Usage","High Delay"
408,"2024-08-30 00:00:00",Premium,699,17.7,0,1,6,30,Yes,"6-12 Months","High Usage","No/Low Delay"
409,"2023-05-04 00:00:00",Basic,199,17.2,0,0,34,44,Yes,"1+ Year","High Usage","No/Low Delay"
410,"2023-04-15 00:00:00",Standard,399,12.2,3,3,9,5,No,"6-12 Months","Medium Usage","High Delay"
411,"2023-05-17 00:00:00",Basic,199,9.5,4,1,21,24,No,"1+ Year","Medium Usage","No/Low Delay"
412,"2023-12-26 00:00:00",Premium,699,2.2,0,4,10,41,Yes,"6-12 Months","Low Usage","High Delay"
413,"2023-08-11 00:00:00",Premium,699,15.9,2,3,14,39,No,"1+ Year","High Usage","High Delay"
414,"2024-03-15 00:00:00",Basic,199,3.9,1,4,7,46,Yes,"6-12 Months","Low Usage","High Delay"
415,"2024-09-14 00:00:00",Standard,399,6.6,1,1,9,35,No,"6-12 Months","Medium Usage","No/Low Delay"
416,"2023-07-13 00:00:00",Standard,399,21.3,4,1,2,33,No,"0-6 Months","High Usage","No/Low Delay"
417,"2023-09-04 00:00:00",Premium,699,7.7,0,1,26,31,No,"1+ Year","Medium Usage","No/Low Delay"
418,"2024-02-01 00:00:00",Standard,399,13.4,0,2,5,59,Yes,"0-6 Months","Medium Usage","No/Low Delay"
419,"2024-08-24 00:00:00",Premium,699,9.5,2,3,27,49,Yes,"1+ Year","Medium Usage","High Delay"
420,"2024-06-02 00:00:00",Basic,199,6.9,0,0,1,60,No,"0-6 Months","Medium Usage","No/Low Delay"
421,"2024-07-03 00:00:00",Standard,399,19.3,6,5,33,25,Yes,"1+ Year","High Usage","High Delay"
422,"2023-06-09 00:00:00",Premium,699,7.3,4,0,10,32,No,"6-12 Months","Medium Usage","No/Low Delay"
423,"2023-09-02 00:00:00",Premium,699,10.1,1,2,21,44,Yes,"1+ Year","Medium Usage","No/Low Delay"
424,"2023-02-26 00:00:00",Basic,199,2.6,6,0,16,29,Yes,"1+ Year","Low Usage","No/Low Delay"
425,"2023-12-22 00:00:00",Standard,399,3.4,2,5,12,0,Yes,"6-12 Months","Low Usage","High Delay"
426,"2023-10-03 00:00:00",Premium,699,19.7,4,1,34,23,Yes,"1+ Year","High Usage","No/Low Delay"
427,"2024-06-20 00:00:00",Premium,699,19.4,0,2,8,51,Yes,"6-12 Months","High Usage","No/Low Delay"
428,"2023-02-26 00:00:00",Basic,199,18,1,3,17,29,Yes,"1+ Year","High Usage","High Delay"
429,"2023-04-29 00:00:00",Standard,399,9.5,4,0,11,57,No,"6-12 Months","Medium Usage","No/Low Delay"
430,"2024-01-28 00:00:00",Basic,199,0.6,0,1,33,2,No,"1+ Year","Low Usage","No/Low Delay"
431,"2024-11-02 00:00:00",Basic,199,23.3,0,4,12,51,No,"6-12 Months","High Usage","High Delay"
432,"2023-03-21 00:00:00",Standard,399,8.4,6,5,15,20,Yes,"1+ Year","Medium Usage","High Delay"
433,"2023-02-17 00:00:00",Premium,699,3.4,0,1,24,14,No,"1+ Year","Low Usage","No/Low Delay"
434,"2024-04-12 00:00:00",Standard,399,22,4,2,5,20,Yes,"0-6 Months","High Usage","No/Low Delay"
435,"2024-01-13 00:00:00",Basic,199,5.4,4,5,24,39,Yes,"1+ Year","Medium Usage","High Delay"
436,"2023-09-09 00:00:00",Premium,699,24.9,3,5,32,57,Yes,"1+ Year","High Usage","High Delay"
437,"2024-12-11 00:00:00",Basic,199,23.3,0,1,1,34,Yes,"0-6 Months","High Usage","No/Low Delay"
438,"2023-07-30 00:00:00",Basic,199,0.5,6,5,22,46,Yes,"1+ Year","Low Usage","High Delay"
439,"2023-02-14 00:00:00",Premium,699,10.8,0,1,16,45,Yes,"1+ Year","Medium Usage","No/Low Delay"
440,"2023-04-08 00:00:00",Basic,199,10.6,5,3,34,47,Yes,"1+ Year","Medium Usage","High Delay"
441,"2024-03-21 00:00:00",Premium,699,16.1,6,0,9,37,No,"6-12 Months","High Usage","No/Low Delay"
442,"2024-12-18 00:00:00",Premium,699,6.3,4,2,9,59,No,"6-12 Months","Medium Usage","No/Low Delay"
443,"2023-05-20 00:00:00",Premium,699,8.3,4,1,21,4,No,"1+ Year","Medium Usage","No/Low Delay"
444,"2023-05-04 00:00:00",Premium,699,4.3,2,3,7,29,Yes,"6-12 Months","Low Usage","High Delay"
445,"2023-05-03 00:00:00",Premium,699,24.1,3,3,23,19,No,"1+ Year","High Usage","High Delay"
446,"2023-08-09 00:00:00",Basic,199,20.3,4,5,11,44,Yes,"6-12 Months","High Usage","High Delay"
447,"2024-11-24 00:00:00",Standard,399,2.7,3,2,10,25,Yes,"6-12 Months","Low Usage","No/Low Delay"
448,"2024-04-08 00:00:00",Standard,399,20.6,2,0,17,60,No,"1+ Year","High Usage","No/Low Delay"
449,"2023-05-05 00:00:00",Premium,699,6.6,7,0,36,51,No,"1+ Year","Medium Usage","No/Low Delay"
450,"2024-01-17 00:00:00",Basic,199,20.8,3,1,4,12,No,"0-6 Months","High Usage","No/Low Delay"
451,"2023-07-22 00:00:00",Premium,699,14.8,4,0,6,1,No,"6-12 Months","Medium Usage","No/Low Delay"
452,"2024-04-17 00:00:00",Premium,699,20.3,1,2,29,7,Yes,"1+ Year","High Usage","No/Low Delay"
453,"2024-01-27 00:00:00",Basic,199,23.1,6,5,11,25,Yes,"6-12 Months","High Usage","High Delay"
454,"2023-06-02 00:00:00",Premium,699,4.7,3,1,28,17,Yes,"1+ Year","Low Usage","No/Low Delay"
455,"2023-03-04 00:00:00",Basic,199,16.4,7,3,16,56,Yes,"1+ Year","High Usage","High Delay"
456,"2024-06-22 00:00:00",Basic,199,9.9,6,1,18,41,No,"1+ Year","Medium Usage","No/Low Delay"
457,"2024-05-11 00:00:00",Basic,199,20,6,5,35,22,Yes,"1+ Year","High Usage","High Delay"
458,"2023-08-13 00:00:00",Standard,399,8.4,4,1,33,1,No,"1+ Year","Medium Usage","No/Low Delay"
459,"2023-08-27 00:00:00",Basic,199,1.9,7,4,18,22,Yes,"1+ Year","Low Usage","High Delay"
460,"2023-02-27 00:00:00",Basic,199,6.6,3,2,7,34,No,"6-12 Months","Medium Usage","No/Low Delay"
461,"2024-12-15 00:00:00",Basic,199,9.2,2,1,25,15,No,"1+ Year","Medium Usage","No/Low Delay"
462,"2023-07-12 00:00:00",Standard,399,17.7,5,4,2,36,Yes,"0-6 Months","High Usage","High Delay"
463,"2024-09-08 00:00:00",Standard,399,8.1,7,0,35,5,Yes,"1+ Year","Medium Usage","No/Low Delay"
464,"2023-05-14 00:00:00",Basic,199,13.4,0,2,2,58,No,"0-6 Months","Medium Usage","No/Low Delay"
465,"2024-12-22 00:00:00",Standard,399,23,5,0,12,1,Yes,"6-12 Months","High Usage","No/Low Delay"
466,"2024-11-09 00:00:00",Basic,199,21.2,5,0,8,23,No,"6-12 Months","High Usage","No/Low Delay"
467,"2024-03-23 00:00:00",Standard,399,8.7,5,1,7,10,No,"6-12 Months","Medium Usage","No/Low Delay"
468,"2024-09-20 00:00:00",Premium,699,16.4,2,5,32,35,No,"1+ Year","High Usage","High Delay"
469,"2023-10-29 00:00:00",Standard,399,16.8,2,3,15,19,No,"1+ Year","High Usage","High Delay"
470,"2023-11-22 00:00:00",Basic,199,18.4,6,4,12,2,Yes,"6-12 Months","High Usage","High Delay"
471,"2023-03-21 00:00:00",Premium,699,16.2,1,3,15,9,Yes,"1+ Year","High Usage","High Delay"
472,"2024-12-26 00:00:00",Basic,199,24.6,2,5,23,56,No,"1+ Year","High Usage","High Delay"
473,"2023-12-25 00:00:00",Premium,699,11.4,4,1,22,15,No,"1+ Year","Medium Usage","No/Low Delay"
474,"2023-06-20 00:00:00",Standard,399,18.2,0,3,7,28,No,"6-12 Months","High Usage","High Delay"
475,"2024-05-05 00:00:00",Standard,399,22.1,5,4,32,24,Yes,"1+ Year","High Usage","High Delay"
476,"2023-09-25 00:00:00",Premium,699,4.5,1,0,15,18,Yes,"1+ Year","Low Usage","No/Low Delay"
477,"2023-04-06 00:00:00",Basic,199,8.9,6,1,5,46,Yes,"0-6 Months","Medium Usage","No/Low Delay"
